input,output
小钻风说道：“长官，您可能不知道，我大王可厉害了：要是需要变大，就能撑起整个天堂；要是变小，就只有一颗菜子那么大。之前王母娘娘举办蟠桃大会，邀请了众多仙人，他却没亲自邀请我大王，于是我大王决定要与天兵对抗。玉皇派遣十万天兵来镇压我大王，我大王便变化成法身，张开大口，像城门一样巨大，将十万天兵一口吞下。吓得天兵们都不敢再抵抗，关上了南天门。因此，一口吞下十万天兵的事情就传开了。”,小钻风道：“长官原来不知，我大王会变化：要大能撑天堂，要小就如菜子。因那年王母娘娘设蟠桃大会，邀请诸仙，他不曾具柬来请，我大王意欲争天，被玉皇差十万天兵来降我大王，是我大王变化法身，张开大口，似城门一般，用力吞将去，唬得众天兵不敢交锋，关了南天门，故此是一口曾吞十万兵。”
呆子变身成大猪，长着半肥的膘，从小在山中吃草药。,好呆子，捻着诀，摇身一变，果然变做一个大猪，真个是嘴长毛短半脂膘，自幼山中食药苗。
见到殿官后，人们都惊慌失措，纷纷惊呼：“原来是个猪妖！猪妖！”,当殿官一见了，魂飞魄丧，都战战的道：“是个猪魈！猪魈！”
动手破坏你祖先的墓地，与我无关。,行凶掘你先灵墓，无干破尔祖坟基。
八戒说：“昨天我输了，晚上进城，和白马商量，发现师父有危险，被黄袍法师用法术变成了一只老虎。白马和我商量，请师兄来的。”,八戒道：“我昨日败阵，夜间进城，会了白马，知师父有难，被黄袍使法，变做个老虎。那白马与我商议，请师兄来的。”
三藏不敢推辞，简单地表达了一下意见。,三藏俱不敢辞，略略见意。
兄弟们一起穿着衣服躺下，整夜都没有人说话。,兄弟们连衣睡下，一夜无词。
唐三藏跃上马鞍。,唐三藏攀鞍上马。
经历了无数风雨，心中充满无限感慨。,几多风雨，无限心情。
告别了樵夫，我径直走到芭蕉洞口，只见那两扇门紧闭着，牢靠地关着，洞外景色优美。,遂别了樵夫，径至芭蕉洞口，但见那两扇门紧闭牢关，洞外风光秀丽。
这次出行有两个月的平安旅程，遇到的都是一些外族人，如回族、蒙古族等，还有凶猛的动物。, 此去行有两个月太平之路，相遇的都是些虏虏、回回，狼虫虎豹。
狮奴儿手被束缚，刚刚停止，将锦韂交给他，天尊骑上马，发出命令让他走。,狮奴儿打得手困，方才住了，即将锦韂安在他身上，天尊骑了，喝声教走。
三藏正在路上走着，突然发现一座高耸入云的山峰，青天之上，仿佛要挡住太阳的光芒。,三藏正然行处，忽见一座高山，峰插碧空，真个是摩星碍日。
他俩合力对抗水怪，而另一人独自对抗神僧，自以为势不可挡。,他两个夹攻水怪施威武，这一个独抵神僧势可夸。
不是嘴巴长得夸张，耳朵大，脸难看，就不是一个好男人。”沙僧说：“别争辩了，这里不是用来耍花招的地方，进去吧，进去吧！,不是嘴长，耳大、脸丑，便也是一个好男子。”沙僧道：“莫争讲，这里不是那抓乖弄俏之处，且进去！且进去！
菩萨拿着杨柳枝，蘸着瓶中的甘露，在行者手心上画了一道起死回生的符咒，然后让他将这个符咒放在树根下面，等待水滴出来。,菩萨将杨柳枝，蘸出瓶中甘露，把行者手心里画了一道起死回生的符字，教他放在树根之下，但看水出为度。
呆子擦了擦脸说：“这个长老真不靠谱！邀请了二百四十家大户，结果只吃了三十几顿饱斋，现在又让老猪忍饿！”,呆子抹抹脸道：“又是这长老没正经！二百四十家大户都请，才吃了有三十几顿饱斋，怎么又弄老猪忍饿！”
那妖勃然大怒，厉声斥责道：“你这个狡猾的家伙！不过是来买东西而已，何必还要问别人会不会！”,那妖大怒骂道：“你这个刁钻儿惫懒！你买东西罢了，又与人说甚么会不会！”
国王听了，立刻邀请到留春亭摆设宴席，让国王休息。,国王依言，即请至留春亭摆斋安歇。
说的话失去了曾经的情感，整个家庭都没有义气，都充满了愤怒。,语去言来失旧情，举家无义皆生忿。
修竹挺拔，松树苍翠，永远常青，胜过福地；奇花异草，四季常开，胜过蓬瀛。,修竹乔松，万载常青欺福地；奇花瑞草，四时不谢赛蓬瀛。
他身高万丈，脑袋像座泰山，眼睛像日月般明亮，嘴巴像血池一样深不可测，牙齿像门扇一样坚实，手持一条铁棒，一挥棒就打过来。,长得身高万丈，头如泰山，眼如日月，口似血池，牙似门扇，手执一条铁棒，着头就打。
退一步，肩膀微耸，只一钩。,退步泛肩妆，钩儿只一歹。
大圣笑着变小，把铁棒收起来，从高峰上跳下来，走到洞口，变成一只促织，嘴硬须长，皮肤黑，眼睛明亮，爪子锋利。,好大圣，笑唏唏的，将铁棒藏了，跳下高峰，又至洞口，摇身一变，变作一个促织儿，真个嘴硬须长皮黑，眼明爪脚丫叉。
八戒说：“去吧，把绳子借给我用用。”,八戒笑道：“哥啊，去便去，你把那绳儿借与我使使。”
一声“别想逃！”,喝一声“休走！”
贫僧的徒弟，当然不是什么鬼怪。,他是我贫僧的徒弟，不是鬼怪。
行者跟着金星，迅速飞到云楼宫。,行者真个随着金星，纵云头早至云楼宫。
处士笑了笑，问道：“你准备招待客人吗？”,处士笑云：“可能待客否？”
拿起弓，拉紧篾片，然后轻轻地拉动钻头，对着瓶底轻轻地钻出一个孔，让光线透进来，开心地说：“真是神奇！真是神奇！我们可以出去了！”,扳张篾片弓儿，牵着那钻，照瓶底下飕飕的一顿钻，钻成一个眼孔，诱进光亮，喜道：“造化！造化！却好出去也！”
三藏拜完后，登上厅高座，命令悟空放开他的绳子。,拜罢，三藏上厅高坐，教：“悟空放了他绳。”
贼走上前去，连续打了五六十下。,那贼上前来，又打了五六十下。
每只猴子都答应了。,群猴一个个领诺。
国王说：“三百里路，我怎么能让我的公主到达那里，与你相配呢？”,”国王道：“三百里路，我公主如何得到那里，与你匹配？
那些毫毛变成三种恶物，分别是虱子、虼蚤和臭虫，它们攻入妖王的身体，咬皮肤乱咬。,那些毫毛即变做三样恶物，乃虱子、虼蚤、臭虫，攻入妖王身内，挨着皮肤乱咬。
在寒桥上，古树争相争抢着枝头，泉水在曲涧中潺潺流下。,寒桥古树争枝斗，曲涧涓涓泉水溜。
在六宫五府中回荡着官宰的声音，四海三江已经停止了钓鱼的纶。两座楼头响起钟鼓声，一轮明月洒满天地。,六宫五府回官宰，四海三江罢钓纶。两座楼头钟鼓响，一轮明月满乾坤。
沙僧说：“没错，赶紧进去吧。”,”沙僧道：“正是，正是，快进去耶。
在一片有云如水的宁静中，树木葱郁，鸟声盈耳。,有处有云如水滉，是方是树鸟声繁。
水德听到这番话，便立即通知黄河水伯神王：“请随大圣一同前往协助功绩。”,水德闻言，即令黄河水伯神王：“随大圣去助功。”
唐僧说：“别废话了，赶紧去去回回，我在这里等着你。”,唐僧道：“不必多言，但要你快去快来，我在这里等你。”
他精神抖擞，手持九齿钯，在空中傲然站立，目露凶光，准备向妖精发起攻击。,你看他抖擞精神，举着九齿钯，在空里，望妖精劈头就筑。
陈老听后很高兴，让准备食物。,陈老闻言，满心欢喜，即命安排斋供。
小妖匆忙地告诉妖王：“他带来了多少军队来挑战？”,小妖又忙忙奔告，妖王问道：“他又领多少兵来叫战？”
行者说：“这条路有八百里的距离。”,行者道：“径过有八百里远近。”
镇元大仙当天收到元始天尊的邀请，去上清天上弥罗宫听讲混元道果。,当日镇元大仙得元始天尊的筒帖，邀他到上清天上弥罗宫中听讲混元道果。
国王说：“这个和尚太过分了！居然笑话我国内没有宝物，居然猜想什么丢失了一口钟！”,国王道：“这和尚无礼！敢笑我国中无宝，猜甚么流丢一口钟！”
翠岱像屏风，青崖像头发。,翠岱如屏嶂，青崖似髻鬟。
风霜一笑，日月长消。,笑傲风霜，消磨日月。
猪八戒，你别躲躲闪闪的，赶快过来。,那猪八戒，你过来。
卷帘在辇道上问：“哪个是唐朝的御弟？”,女王卷帘下辇道：“那一位是唐朝御弟？”
群猴齐声欢呼，纷纷说道：“太好了！太好了！明天我们越岭登山，好好地找一些果品，然后盛情款待我们的国王大人一番，好好地庆祝一番！”,众猴鼓掌称扬，都道：“善哉！善哉！我等明日越岭登山，广寻些果品，大设筵宴送大王也。”
行者说：“我不太想吃，因为这菜太咸了，不太喜欢多吃。”,行者道：“吃不多儿，因那菜蔬太咸酌了些，不喜多吃。”
展示武艺显神威，狂风乱沙展绝技。,扬威耀武显神通，走石飞沙弄本事。
骨千金难买，风万里驰逐。,千金市骨，万里追风。
八戒闪身躲过，手持钯猛击，孙大圣手持铁棒全力相助。,八戒侧身躲过，着钯就筑，孙大圣使铁棒并力相帮。
众猴拍手欢笑说：“真是神奇！”,”众猴鼓掌大笑道：“造化！
那个郡的人知道不能留住，都准备了送行的礼物，一点不收。,那一郡人民，知久留不住，各备赆仪，分文不受。
"""明月问道，""你会计算账目吗？""",明月道：“你可会算帐？”
"龙王说：“南海龙王敖钦、北海龙王敖闰、西海龙王敖顺。""",”龙王道：“南海龙王敖钦、北海龙王敖闰、西海龙王敖顺。
留在这里陪沙僧看守，我去海里，先抓龙王过来，让他对付那个怪物。,这等啊，你陪着沙僧在此看守，等我去海中，先把那龙王捉来，教他擒此怪物。
那长老在西天玉真观沐浴后，经过凌云渡脱胎，踏上了灵山之路。他专心拜佛和参悟佛菩萨圣僧，心中只有一个念头：取经。其他一切事务都不在乎。因此，他没有问老鼋的年龄，也无法回答。他只是沉默不语，不敢欺骗，思考了半晌，最终没有回答。,原来那长老自到西天玉真观沐浴，凌云渡脱胎，步上灵山，专心拜佛及参诸佛菩萨圣僧等众，意念只在取经，他事一毫不理，所以不曾问得老鼋年寿，无言可答，却又不敢欺，打诳语，沉吟半晌，不曾答应。
三藏说：“没有马鞍的马，怎么骑？等找船过河，再想想办法。”,三藏道： “那无鞍辔的马，怎生骑得？且待寻船渡过涧去，再作区处。”
羽衣被彩雾环绕，仿佛仙足踏着轻云。,彩雾千条护羽衣，轻云一朵擎仙足。
娘娘和妖王只谈论夫妻之间的私事。,娘娘与那妖王专说得是夫妻之话。
在巳时左右，国王迎接唐僧，一同前往御花园观赏。,将有巳时前后，那国王排驾，请唐僧都到御花园内观看。
由于宴会设在了蟠桃会上，我并没有受到简单的邀请，我的性格是坚决的。,只因宴设蟠桃会，无简相邀我性刚。
